content,labels
"giá tốt, sẽ mua tiếp ạ",5
mua cho bà dug rất ưu tín,5
sản phẩm như hình. Mua giá sale nên rẻ hơn ngoài lại free ship.,5
"Hàng chính hãng, giá tốt hơn thị trường, giao hàng nhanh.",5
Mua ở Tiki luôn được giá tốt và giao hàng miễn phí,5
"Đã mua rồi, mua thêm. Hàng chất lượng, rất hài lòng",5
"Hàng dùng tốt, đóng gói cẩn thận, giao
Nhạn",5
cực kì hài lòng.rẻ và chất lượng...................,5
"Bỉm dùng tốt, giao hàng nhanh hơn dự kiến.",5
"sản phẩm tốt, giao hàng nhanh, giá rẻ hơn trên thị trường",5
Ưng ý ! Rất tuyệt! Mình tin tưởng Tiki,5
Rất hài lòng về sản phẩm của Shop,5
"Rất khoa hoc,  tôi hài lòng.",5
"Dùng tốt, giá rẻ, giao hàng nhanh",5
giao hàng nhanh hơn thông báo,5
"Sản phẩm tốt, giao hàng nhanh ........,............",5
"Lúc trước có mua thử loại này ngoài cửa hàng rồi, gói M-L3 thấy tã dày dặn, vách ngăn và viền có chun khá chắc chắn, ôm tốt. Nay mua thử của Tiki gói to luôn, thấy in là CẢI TIẾN MỚI nhưng hơi thất vọng. Lõi bông giữa tã rất lỏng, tách ra được 2 lớp luôn. Vách ngăn rất mỏng, chun có như không. Chọn size M nhưng hóa to hơn cả M-L. Mùi thảo mộc khá nồng.",3
"Xin chào,
Theo tinh thần ủng hộ mua sắm online và hưởng ứng chương trình free ship của tiki.vn
Tôi đã mua mấy gói sản phẩm tã dán người già Caryn size M loại 40 miếng. Lần đầu tôi chưa chắc chắn, tuy nhiên gói mua sau cùng tôi chắc chắn rằng sản phẩm không đúng chất lượng như mong muốn của gia đình người bệnh, hay nói cách khác không đúng chất lượng so với mẫu sản phẩm cùng mẫu cùng loại mà gia đình tôi đã mua trước từ đại lý của nhãn hàng Caryn. 
Kính mong Tiki.vn xem xét lại:
- nếu là sản phẩm chỉ cần khác một chút thì nên quảng cáo cần có lưu ý hoặc có sự phân biệt để khách hàng hiểu.
- nếu là các thông tin sản phẩm đúng như tiêu chuẩn của nhà sản xuất thì nên giao cho khách hàng sản phẩm chuẩn.
Tôi hiện chưa tiện để đăng thêm ảnh sản phẩm đã mua lên, tuy nhiên bao bì và sản phẩm dở dang gia đình tôi vẫn giữ.
Tôi biết đã làm kinh doanh thì đương nhiên cần quan tâm đến vấn đề lợi nhuận.
Tuy nhiên, sản phẩm này dành cho người hạn chế khả năng đi lại, nên tôi mong muốn người bán hãy để tâm hơn đến trường hợp khách hàng này.
Trân trọng,",1
"đặt hàng mà 1 tháng sau mới tới nhưng thông cảm vì do dịch bệnh. shipper dễ thương, hàng đóng gói cẩn thận. sẽ tiếp tục ủng hộ shop lần sau",4
"Tiki giao hàng cực kỳ chậm. Giao trễ nhưng ko phản hồi với khách. Khách gọi điện rất nhiều lần và nv Tiki hứa phản hồi lại nhưng ko hề có 1 cuộc gọi. 
Nv giao hàng thì nói chuyện bất lịch sự",1
Mình mới đặt mua 2 bịch tả siêu tiết kiệm M40 thì nhận đc lại là miếng lót...,1
hàng tã mua trên tiki ok lắm nha mọi người. còn đc freeship.,4
"giao nhanh , sản phẩm đúng như ảnh , chất lượng ok , ủng hộ shop dài dài",4
sản phẩm tốt ..giao nhanh ..,4
"Kích thước vừa, nhưng lớp thấm mỏng, dày khoảng gấp rưỡi thì tốt!",3
"giá rẻ hơn mong đợi, thanks gơir hàng siêu nhanh, đặt hoim qua nay có rồi",2
"Giao hàng nhanh chóng
Đúng size",4
thời gian giao hàng lâu,4
"Tôi đã mua sản phẩm này cho mẹ chồng dùng, sản phẩm dùng đuoc.",2
"Giao nhanh, đóng gói cẩn thận. Chưa xài nhưng thấy miếng tã hơi mỏng",4
"tả dán xài ổn , giống như mô tả",3
sản phẩm  đóng gói cẩn thận nhg giao hàng quá lâu,3
"Giao đúng sản phẩm, giao hàng nhanh",4
San pham đung nhu hinh toi hai long,3
"giao hàng nhanh, đóng gói cẩn thận, hơi mỏng so với lần trc m mua",4
hàng OK,4
Giao hàng quá muộn so với dự kiến,1
Do giãn cách nên chờ giao hàng hơi lâu,4
"Bao bì gói hàng  kém: rách , bẩn.",4
Chờ rất lâu mới nhận dc hàng,1
Giá tốt nhưng Giao hàng quá chậm,4
"trước đây mua tã thấy đóng gói cẩn thận, nay đóng gói không chặt, nếu mùa mưa thì sẽ bẩn",3
"giá cả chấp nhận, thấm tốt.",4
hang dung chuẩn ọk,4
Phí vận chuyển càng cao nếu mua càng nhiều gói,3
Giao hàng chậm,4
"Tiki giao hàng nhanh. Size M mỏng hơn SIze M-L, tuy nhiên sử dụng cùng miếng lót bổ sung thì vẫn ổn.",4
hàng mỏng và giá không rẻ,3
"Đúng yêu cầu,giao hàng nhanh",4
Hai lòng,4
"giao hàng nhanh,sản phẩm y như mô tả",4
Sản phẩm tốt tttttttttttttttttttttttttttttttttttttt,4
cực kỳ hài lòng,4
mỏng và bé gsjsjduhfrhrurjh,3
sp dùng tốt như giới thiệu trên web,5
"Shop gói hàng chỉ bọc miếng màng mỏng bên ngoài, mở ra kiểm tra thì sản phẩm bên trong ko bị rách nhưng như vậy cũng ko cẩn thận lắm, mong shop cân nhắc lại. Mình canh sale mua đc giá tốt cho 02 gói 20 miếng, hi vọng chất lượng ổn. Giao hàng hơi lâu nhưng thông cảm vì mùa dịch căng thẳng.",5
Hôm nay lúc nào rảnh mình cũng có thể làm việc với nhau,5
"Săn được giờ shop chạy fashsale giá rẻ
Date mới nha cả nhà ơi
Giao hàng rất nhanh",5
"Sản phẩm giá rất tốt, rẻ hơn siêu thị, hỗ trợ được cho người tiêu dùng trong giai đoạn khó khăn hiện nay. Chất lượng sp Caryn là tốt phù hợp người già. Giao hàng sớm hơn so với dự kiến. Sẽ tiếp tục ủng hộ cho Tiki trong thời gian tới",5
"Đã nhận hàng nhé shop ơi. Đúng hàng, đúng hẹn, nhưng gói ghém có hơi ẩu tí này, tuy nhiên vẫn đánh giá 5 sao cho cả dịch vụ của shop và của giao hàng luôn.",5
Giao nhanh. Rất nhanh cực kì nhanh. Tiki đỉnh lắm luôn chèn ơi.. Đặt về quê luôn mà trưa đặt là sáng hum s giao tới gòi,5
"đã sử dụng sản phẩm này tốt,mua được giá khuyến mãi rẻ hơn ngoài chợ giao hàng nhanh.",5
"Mình mua không cho mục đích cho người già sử dụng. Mình mua cho bé nhà mình để hạn chế việc mặc tã khi ngủ. Tấm đệm siêu thấm, đáng dùng. Cảm ơn Tiki cung cấp sản phẩm tốt.",5
"Rất rẻ, tiết kiệm tiền cho những gia đình có cha mẹ già  nằm một chỗ như tôi, Cảm ơn tiki rất nhiều. Tiếc là biết chậm nhưng từ giờ muốn mua đồ gì tôi sẽ tìm của tiki trước khi đi mua",5
"chất lượng hàng thì mình chưa xài , nhưng chất lượng giao hàng mình rất hài lòng , mặc dù đơn hàng đặt trong dịch nhưng vẫn giữ đơn hàng cho khách , đó là giử chữ tín rất quan trọng trong kinh doanh",5
"Giao hàng cực kì nhanh. Hôm qua đặy, hôm nay đến. Săn đc sales nên giá bằng 2/3 thị trường. Rất ưng.",5
Sao mình chọn mua không được vậy Tiki? Mình đã đăng xuất ra và đăng nhập trở lại nhưng vẫn không chọn hàng được. Mình đính kèm hình các thông báo.,5
Tết mà Tiki vẫn giao hàng rất nhanh luôn. Đã vậy còn freeship nữa. Tính ra rẻ hơn shopee vs lazada luôn. Sẽ ủng hộ thêm,5
"Giao hàng nhanh. Mẹ mình lớn tuổi dùng rất phù hợp, tiện dụng, chất lượng.",5
Chất lượng tuyệt vời mọi người nên mua. Cảm ơn nhà bán và trang TMĐT,5
những 20 tấm/ bịch giá ngon bổ rẻ. hàng caryn vẫn chất nhất quả đất,5
"hàng official nên không lo chất lượng. đóng gói ổn, tiki chuẩn bị và giao hàng nhanh, hi vọng sẽ có thêm nhiều ưu đãi",5
"Một sản phẩm rất hữu ích trong việc chăm sóc người già, mọi thứ trở nên dễ dàng và sạch sẽ. Thương hiệu Caryn cũng là một bảo chứng cho chất lượng.",5
"Mình mua 1 bộ tã dán + đệm lót cho mẹ dùng, dấnh giá tốt, ổn",5
Thấm hút tốt. Mềm mại. Tiện lợi.,5
Tot. Giá rẻ. Shiper nhiệt tình,5
"Hàng tốt , em giao hàng dễ thương, gọi điện thoại trước khi đến 5 phút , nên có thời gian để chuẩn bị , cảm ơn shop , cảm ơn tiki , cảm ơn em giao hàng",5
Tấm lót dùng tốt. Chất lượng tốt phù hợp với giá tiền. thời gian giao hàng nhanh.,5
"Thấm hút cực tốt, hút được nhiều và khử mùi khá ổn. Giá cả thì tốt nhất so với các sàn thương mại điện tử khác. Rất xứng đáng nha mọi người.",5
"mình dùng miếng này lót cho con khi con k mặc bỉm :v, khá là tiện, giá thì cũng như miếng bỉm thôi, thi thoảng cho thả bỉm xíu cho thoáng hehe",5
"Dùng rất ổn. 
Nhưng nếu ban đêm ng già đi nh thì có thể bị tràn ra ngoài. 
Nếu để lót thì rất ok còn nếu nói thay hoàn toàn cho bỉm thì k hẳn nha",5
Tiện & rất nhiều…giá OK,5
"Hàng đẹp nha , đúng như mô tả, dùng tiết kiệm và tiện lắm.",5
Rất rất nhanh nha. Tối đắt sáng 9h nhận luôn. K thể tưởng tượng được. Hihi,5
Giá sản phẩm rất rẻ so với các shop khác. Thời gian giao hàng cực kỳ nhanh. Sẽ tiếp tục ủng hộ shop trong thời gian tới !,5
"Sản phẩm chất lượng, đóng gói kỹ.
Ảnh chỉ mang tính chất minh họa.",5
"Siêu Thấm hút, giao nhanh và đóng gói cẩn thận",5
"Giao đúng hàng, xài cho người già khá ổn, tuy nhiên đợi hơi lâu, cả 2 tháng mới nhận được sản phẩm vì giãn cách.",5
"Shop giao hàng nhanh, shop giao đúng hàng như quảng cáo và đơn đặt hàng, Giá cả phải chăng chấp nhận được. Cam on shop va shipper",5
"Hàng giống ở shop thấm hút tốt, giao hàng nhanh",5
"Tấm đệm lót caryn có chất lượng tốt, giá hợp lý, dịch vụ nhanh và đóng gói cẩn thận. Tôi cực kỳ hài lòng và đánh giá sản phẩm đạt 5 sao",5
tôi sử dụng sản phẩm này cho Ba Mẹ của tôi 2 năm nay và ưng ý hơn sản phẩm của nhãn hàng khác. Cảm ơn Tiki & shop.,5
"Giao hàng nhanh, hàng chuẩn.",5
Gia nhanh.,5
sp tốt. chất lượng đáng tin cậy. ảnh k liên quan sp.,5
"giao hàng  cực  nhanh,đóng  gói cẩn thận",5
Tiki giao rất nhanh. Hàng giao như hình quảng cáo. Rất hài lòng về dịch vụ của Tiki,5
Hàng đúng chất lượng,5
dùng tốt. mình rất hài lòng sản phẩm tiki. giao hàng nhanh.,5
Giao hàng nhanh hơi mong đợi dù trong mùa dich.,5
Chưa xài qua nên để nhận xét sau,5
"Giao hàng nhanh chóng, chất lượng sp tốt",5
"Đệm lót dùng tốt, giảm giá phù hợp với túi tiền. Bọc và vận chuyển tốt, sản phẩm mới, không có gì phàn nàn.",5
Giao đúng giờ,5
"giao hàng nhanh, sản phẩm đúng yêu cầu",5
Deax sd nhiều lần sp này. Tiki giao nhanh,5
"Đã nhận được hàng rồi ,giao hàng nhanh chóng , rất cảm ơn shop , lần sau sẽ ủng hộ shop nhe",5
Sản phẩm tốt. Giá rẻ hơn các sàn TMĐT,5
Vẫn chuẩn và giao nhanh.,5
"Mình sử dụng sản phẩm này để lót chỗ nằm cho em bé khi không sử dụng bỉm. Thảm thấm hút rất tốt, không bị tràn hay dây ra giường. Tuy nhiên miếng dán ở góc hơi nhỏ nên khó cố định thảm.",5
"hàng của shop chính hãng, chỉ 1ngày đã có hàng rồi ,cảm ơn Tiki",5
Mình mới sanh nên đung miếng này lót ổn lắm . Không những mình mà em bé mình lấy lót luôn cho sạch . Tả dày dặn và to,5
như trong hình quảng cáo,5
cái nay thi thiệt ra mình dùng làm tấm lót cho bạn pet nhà mình để đi vệ sinh đúng chỗ. giá ở tiki rẻ và giao đúng hàng. mình mua rất nhiều lần rồi,5
hàng chuẩn giao hàng nhanh,5
"hàng tốt, giá rẻ hơn những nơi khác, đã mua thường xuyên",5
Giao hang nguyen vẹn. Chính hãng,5
"Mua tã Caryn của Tiki trading giá rẻ, chất luong tốt",5
đáng mua. săn được sale nên mua hàng rẻ,5
"đóng gói kỹ, chất lượng, giao hàng nhanh, thân thiện",5
"sản phẩm đóng gói cẩn thận, đúng mẫu mã.",5
giao hàng nhanh lắm đã mua 3 lần lần nào cũng rất oke,5
Sp OK  nhưng mắc. Kích thước lớn hơn chút OK hơn,5
"hàng tốt. giao hàng nhanh,",5
giá ổn,5
"Chất lượng tốt, giao hàng nhanh",5
"giá cả tốt, sản phẩm sử dụng rất tốt, tiki now giao hàng nhanh",5
"Tấm lót sài OK, tiki giao hàng nhanh, đóng gói cẩn thận",5
"Giao đúng hẹn, cảm ơn các bạn đã làm hết mình trong mùa dịch.",5
"Đã nhận được hàng, giao hàng nhanh, date xa, sẽ tiếp tục ủng hộ shop",5
Tốt nhé mọi người,5
giao hàng quá lâu vì mùa dịch nhưng sản phẩm rất tốt,5
"hàng tốt, giao nhanh. Cám ơn Shop.",5
"Giao hàng nhanh,rất hài lòng với sản phẩm.",5
Sp chất lượng. Tiki giao nhanh và chăm sóc khách hàng tốt,5
"Chất lượng tốt lắm, mình đã sử sụng cho mẹ hơn 2 năm rùi. Tks shop",5
"Tiện lợi , dễ dùng , biết vậy mua hẳn 5 bịch dùng dần",5
Tiện lợi trong việc chăm sóc người lớn tuổi,5
"nhãn hiệu thông dụng, ko có gì để chê",5
Tiki giao hàng nhanh và giá thì rất Ok!,5
NV giao hàng thân  thiện ! Gói Hàng đóng gói cẩn thận,5
mình mua ở siêu thị thấy miếng trải ra to và dập trìm hình ô nhỏ.mua trên tiki rẻ mà thấy miếng trải ko rộng và dập chìm rất to,5
"Giao hàng lâu, nhưng thông cảm do tình hình dịch bệnh",5
Aaaa,5
"Hàng đóng gói cẩn thận, chất lượng sản phẩm tốt",5
Tot va tien loi,5
thấm hút tốt. đóng gói cẩn thận,5
"Chưa sử dụng, nhưng thương hiệu Caryn là OK",5
Bà mình không bị dị ứng khi sử dụng.,5
"sản phẩm tốt, đóng gói sơ xài",5
giao hanh,5
Giá thành rất ok và chất lượng cũng ok lun,5
Hàng đúng chất lượng. Đóng gói cẩn thận.,5
OK tốt,5
Hàng tốt. Giao nhanh,5
nhanh và hàng chất luong như hinh,5
Giá tốt giao nhanh,5
"giá tốt, chất lượng",5
Ok hàng giao nhanh hơn dự kiến,5
"Sp đúng hãng, gói cẩn thận. Vận chuyển nhanh.",5
sp rât ok .đung y trên hinh quang cao.minh se tiêp tuc mua hang tiki,5
giao nhanh và nhiệt tình,5
Sản phẩm này bình thường .,5
"giá rẻ , thấm hút khá tốt",5
Dùng tốt lắm,5
"Hang đúng mẫu,  giao hàng nhanh giá tốt.",5
"Hàng chuẩn, giao hàng nhanh",5
đẹp,5
giao nhanh đóng gói đẹp,5
"Sản phẩm tốt, giao hàng đúng hạn",5
"giao hàng nhanh, tốt",5
Giao hàng nhanh. Sản phẩm tốt. Hài lòng với shop và tiki,5
"giao hàng nhanh, dịch vụ tốt, chất lượng hàng tốt",5
Hàng rất ok,5
Bề rộng của phần bông hơi nhỏ nên khi người bệnh xoay trở vài lần sẽ bị hụt. Được cái thấm hút tốt nên hầu như ko bị tràn ra ngoài. Rất hài lòng và luôn ủng hộ Tiki,5
"Sản phẩm tốt, giá phải chăng",5
"Sản phẩm chất lượng, cảm ơn Tiki",5
"sản phẩm rất tốt,shop giao hàng nhanh, cảm ơn shop.",5
Thấm tốt sạch sẽ,5
Hàng chuẩn!,5
Giá rẻ. Giao hàng nhanh,5
Hàng good,5
Shop giao okay,5
"Tốt, giao hàng nhanh",5
"Chưa nhan duoc hang, giao lau qua",5
Giá rẻ 80k/túi,5
Shipper vui vẻ thân thiện,5
"nhanh ,dong goi tốt",5
Vận chuyển được nhanh,5
"Giao nhanh, tả tốt. Nói chung 10đ",5
rẻ chuẩn,5
"Giao hàng nhanh, chất lượng tốt, giá rẻ hơn so với thị trường, tks tiki",5
Giao hàng nhanh đóng gói kĩ,5
"mềm mại, dùng tốt",5
"Giao hàng nhanh. Tuy nhiên lần này mình muốn đặt nữa lại ko được, xảy ra nhiều lỗi.",5
gui nhanh,5
😍,5
giao hàng nhanh hơn dự kiến,5
sp tốt shiper nhiệt tình,5
ổn nhé,5
Y hình tốt,5
"Giá tốt, chất lượng đạt chuẩn",5
Sản phẩm chất lượng và dễ sử dụng,5
"Giao nhanh , đúng hàng",5
On,5
Rất tiện cho người già,5
"Giao hàng nhanh, đóng gói kỹ.",5
sản phẩm chất lượng.,5
ok tốt giao hàng nhanh,5
giao hang nhanh. hang ok,5
chưa dùng chưa biết,5
dùng rất tốt,5
Hàng tốt giá rẻ,5
Ship nhanh và rẻ,5
dùng ok,5
đúng sản phẩm,5
sản giá tốt,5
"Giao hàng nhanh 
Hàng chất lượng.",5
"Giá tốt, miếng lót này quá phổ biến rồi.",5
Rẻ hơn mua ngoài,5
chưa sử dụng nhưng mở ra xem thấy rất ok,5
Sản phẩm ok.,5
Rất ok.,5
Sản phẩm tốt.,5
chat luong on dinh,5
"xài tốt, khá to, thấm hút nhiều, rẻ hơn khi mua tại các chỗ gần bệnh viện",5
An tâm khi mua hàng trên tiki.,5
Good!,5
Sp tốt đúng chất lượng,5
Tại sao mình k đặt mua được?,5
"Sản phẩm được đóng gói rất tỉ mỉ, cẩn thận, thời gian giao hàng nhanh, sẽ tiếp tục mua hàng",5
fgg,5
"Sản phẩm đúng như mô tả, hài lòng. Sẽ đặt tiếp nếu có nhu cầu",5
"Lần đầu mua hàng tiki, giao nhanh, giá tốt, nhân viên lịch sự. Hỗ trợ tổng đài nhiệt tình...",5
"Sản phẩm của cary thì khỏi chê, nhưng tìm mã Xl rất khoa tìm",5
Giao hàng rất nhanh,5
đóng gói cẩn thận. miếng lót xài cho bé rất tổt đỡ hăm,5
"Nhận được hàng đúng với mong muốn, giao hàng đúng hẹn",5
Gói kĩ ship nhanh,5
"Tiki giao hàng nhanh, đóng gói cẩn thận.
Sản phẩm dùng tốt",5
Thời gian giao hàng nhanh. hàng hóa  chất lượng.,5
Mieng lot ho tro rat tot khi dung kem voi ta dan,5
"sắp sanh nên mua trước , dư thì lót cho bé cũng được",5
Sản phẩm sử dụng OK. Giao hàng nhanh. NV giao hàng khá thân thiện,5
??,5
giao hàng nhanh  bỉm  thấm hút  tốt. rất  hài lòng,5
sản phẩm chất lượng giao hàng nhanh giá tốt,5
Hàng tốt giao nhanh,5
Khá hài lòngggggggggggggggggggggggggggggggggggggggg,5
Tôi hài lòng về sản phẩm đã mua,5
pki,5
sản phẩm tốt giao ja2ng nhanh,5
"Giá cả hợp lý, giao hàng nhanh, mình cũng mua mấy bịch rồi.",5
giá tốt. giao hàng nhanh. cực hài lòng. sẽ ủng hộ tiếp,5
"tốt, rẽ",5
Giao hàng hơi lâu nhưng hàng tôt,5
Sp tốt giao nhanh sjsnksksksksndjdkkskskkskskdkdkkdjh,5
Sản phẩm tốt. Good. Nên mua.,5
"Hài lòng, đóng gói kĩ, hàng dùng tốt, sẽ tiếp tục ủng hộ",5
"Giao hàng nhanh chóng, giá thành vừa phải, sản phẩm chất lượng.",5
san pham tot hon mong doi,5
"Giao hàng nhanh, đóng gói kĩ, tã dùng tốt.........",5
"Đóng gói tốt, giao nhanh.",5
"Hàng tốt, giá tốt. Muốn mua thêm nhưng lại hết hàng",5
Sao hay hết hàng vậy? khi nào có hàng liên hệ mình lại nhé!,5
"Mùa dịch ko đi đc phải mua Tiki, mà Tiki giao hàng quá tệ! Có món trễ cả tháng, 1,2,3 tuần phải huỷ đơn luôn? Vậy ko bt Tiki rao bán làm chi nữa? Như nay đi lại bthg rồi mà tã mua cho Mẹ cũng trễ cả 10 ngày???",1
"Tôi mua 3 túi tấm lót& 8 túi tã dán caryn nhưng nhận 4 túi tấm lót và 7 túi tã dán . 
Giao hàng sai quy cách , đn giải quyết khiếu nại này",1
"Bọc ni long trong suốt bên ngoài lúc nhận hàng mình khá ngại, giao hàng rất lâu mình chọn giao trong ngày mà mấy ngày sau còn kh thấy tung tích gì",3
"mở ra rồi , mà ko gắp lại dc,khi uốn nó cong cái lều. shop cho clip gấp lều.",4
"Đặt từ 23/7, Tiki hiện ngày giao là 24/7 mà nay 29/7 mới giao. Chat hỏi thì đưa con bot ra đổ cho bên giao hàng nhanh. Biết là đang cấm shipper mà Tiki không có thông tin gì cho người mua biết.",2
Giá sale cực ổn. Nhưng mình mua về để thả rông cho bé thì thấy mùi nồng quá.,4
Giao hàng rất là lâu ai cần thì nên mua trước một tháng cho chắc ăn.,1
"sp tốt, giao nhanh",4
Tiki trading làm việc thế nào mà đặt 2 đơn hàng cùng nhà cung cấp đều là sản phẩm của hãng Caryn đều đã thanh toán mà giao có 1 không rõ khi nào giao nốt hay để cả tuần rồi báo hết hàng.,1
rất tiện lợi cho người lớn tuổi. chi phí hợp lý cho mỗi lần sử dụng thấp. dai và thấm được nhiều nước.,2
Có nhận được hàng đâu mà nhận xét. Đặt hàng lũc dãn cách. Het dãn cáchTiki kg giao hàng.,1
giao hang qua lau hon 3 thang dung ra neu 0 gia0 duoc trong pham vi 1 thang thi nen bao tu huy don di,1
Hôm nay đã là 17/12 mà vẫn chưa nhận được hàng nè Tiki. ?,2
minh hhan đuoc hang tôt không bi gi san pham nay minh su dung thuong xuyen noi chung la tôt,4
"giao hàng lâu so với ngày dự kiến, trải nghiệm mua hàng quá tệ",1
Hang về rất nhanh va đúng như hình,4
Nhân viên giao hàng mà tôi tưởng đâu ông nội thiên hạ. Sợ quá mà! Nhận xét vậy thôi chứ chắc cũng không có ai xem mà sửa đổi đâu,1
"giao hàng quá lâu, đổ thừa do DỊCH BỆNH, QUÁ SỢ",1
"vẫn chưa nhận dc hàng, mà ghi chú là ""giao hàng thành công""",1
Mình mua miếng lót 20 miếng nhưng lại giao cho mình có 19 miếng trong moitj gói! Đề nghị ktra lại và đền bù cho khách hàng !,1
tôi chưa nhận được sản phẩm này,1
Cám ơn Ti Ki vì giao hàng đúng nơi tôi muốn nhận,4
"sản phẩm ok, giao hàng siêu lâu do dịch,",4
đến hôm nay chưa nhận được hàng đã đặt,4
"Mình mua làm quà, thấy bác mình khen là thấm hút rất tốt nhưng kích cỡ hơi nhỏ.",4
Bông của tấm lót ko dc mịn dễ bị dồn lại 1 cục,3
thời gian giao lâu quá mất cả ruần luôn,2
Không có vấn đề gì bất thường,3
sản phẫm nầy tôi vừa ý,4
Dùng ok.rất tốt,4
Chất lượng tốt và rất hài lòng,4
Mình sử dụng làm miếng lót thấm dưới phần ga giường hay bị em bé làm ướt. Thấy cũng ok,3
Sp giao trước hạn. Đóng gói sp bình thường. Ko bị rách giống lần giao tã Moony natural,4
dùng tốt nhưng gói ngoài xấu,4
"chưa sd,nên chưa biết ạ.",4
Sản phẩm giá tốt,4
"Hàng của hãng, khá hài lòng về phương thức giao hàng.",4
Bỉm như hình nhưng giao hàng hơi lâu.sẽ ủng hộ shop lần sau,4
"Hàng đóng gói cẩn thận, date xa, chị shipper siêu dễ thương",4
@@@@,4
Lót thấm hút tốt . Hàng giao nhanh đúng sản phẩm .,4
"Sản phảm dùng tạm được, hài lòng.",4
Tôi cảm thấy hài lòng về sản phẩm,4
Tốt và ổn dùng cho người cao tuổi!,4
"Dong goi ki, giao hang nhanh, san pham chat luong, tien su dung.",4
"sản phẩm này rất tốt,phù họp",4
"Giao hang nhanh, San Pham tam duoc",3
Ok đã giao hàng đúng hẹn,4
"Hàng tốt, giâ rẻ.
Thường giao hàng chậm nên cần đặt sớm",4
"Dùng bt, ko có bì đặc biệt",4
"Giao hàng quá lâu chờ mòn mỏi luôn , sp và giá thì rất rẻ sài rất tốt .",2
Sản phẩm chất lượng và giá tốt nhưng tiki đóng gói không đẹp.,4
"Giao hàng siu nhanh, đặt chiều qa, sáng sớm đã nhận hàng, chất lượng thì chưa bít vì chưa mở ra xem, mua nhìu đc giảm giá nên rẻ hơn mua ngoài tiệm mỗi bịch đc mấy ngàn",5
"Tiện lợi, dùng tốt, rẻ tiết kiệm cho người sử dụng lâu dài. Giao nhanh,  k bục, rách.",5
"Sản phẩm tốt, tấm lót mỏng nhẹ, vuông vắn, rất tiện dùng khi trời mát. Khi trời lạnh, theo mình, nên sử dụng miếng lót Caryn loại thường, miếng đó bông dầy, sẽ ấm hơn.",5
"Hàng tốt, giao lâu tận 1 tuần. Đến hạn giao Tiki lại tự động dời ngày nhận hàng thêm 1 tuần. Mình gọi lên tổng đài mắng vốn thì nhân viên nhiệt tình, cho giao ngay hôm sau.",5
"Hàng giao như hình. Đóng gói cẩn thận. Dùng rất tốt.

Mọi người không nên mua vali của hãng TRESETTE - Hàn nhé. Chất lượng phục vụ cực tồi tệ.",5
"Tiki Trading đóng gói kĩ, giao rất nhanh. Hàng đúng chất lượng, hsd:2026. Mua nhiều dc km nhiều nên giá rẻ hơn mua ở cửa hàng.",5
"sản phẩm tốt , giao nhanh , giá rất ổn so với ở cửa hàng",5
Sp đc bọc bằng 2 lớp màng bọc nilon. May mà k bị rách túi bên trong và k ảnh hưởng chất lượng sp. Giao hàng nhanh.,5
"Rất tiện dùng, không thấm ướt mà vẫn nhẹ nhàng mềm mại như trên nệm",5
Tiki đóng gói cẩn thận giao hàng trong ngày lun. mong là tiki có nhiều ưu đãi hơn nữa nhé! để mình ủng hộ lần sau nha,5
"Gửi hàng đúng mẫu chất lượng ok, giao hàng nhanh, đóng gói đẹp, kỹ. Rất hài lòng về sản phẩm sẽ ủng hộ shop nhiều",5
"Sản phẩm thấm hút tốt , lót gọn gàng , người chăm sóc sẽ dễ dàng và đỡ mất thời gian",5
"Tốt, thuận tiện",5
"Hàng dùng tốt, đóng gói cẩn thận",5
Mua tã trên Tiki tã xài tốt  giá lại rẻ nên mình rất thích cám ơn Tiki,5
Đóng gói cẩn thận. Giao hàng đúng hẹn.,5
"Mua 9/9, 5/10 nhận được hàng, 27 ngày mới nhận được hàng. 
Còn nước rửa chén mua từ 22/8 đến nay 13/10 vẫn chưa nhận được hàng.",5
"Tấm lót có kích thuoc rất lớn, thấm hút tốt, giao hàng nhanh. Rất hài lòng.",5
gần đi sanh nên mua sử dụg.thấy to là thích r.khỏi lo bị tràn.,5
"giao nhanh, tiện lợi cho ng bệnh và ng chăm",5
Cực kì hài lòng. Cảm ơn shop đã có sp tiện ích,5
"Sản phẩm rẻ và đẹp. Gói hàng kĩ, sẽ ủng hộ shop trong tương lai.",5
Sản phẩm đúng như mô tả. Lưu ý sản phẩm chỉ hỗ trợ chống thấm chứ không thay thế tã lót.,5
sản phẩm tốt. sẽ mua lại,5
"Giao nhanh, đúng sản phẩm, giá tốt. Cảm ơn shop",5
Mua Bv 10 tấm 61k mua trên đây ship luôn cũng có 100k so với 120k rẻ dc 20k,5
"Sản phẩm chất lượng, giao nhanh chóng.",5
"? Binh thường mua loại nhỏ hơn thì dùng 2 tấm cho người bệnh , giờ thì 1 tấm là OK rồi vì size lớn hơn! Mua lúc sale và add mã nữa nên chỉ con 90k 2 bịch, quá đã",5
sản phẩm tốt dùng rất thích,5
Đep,5
"sản phẩm tuyệt vời, đóng gói cẩn thận",5
"trước giờ mình dùng tấm này lót chống thấm cho bé, tiện lợi, hút tốt tránh thấm ướt giường gối",5
"Dùng tiện lắm mỏng, mềm, đẹp",5
rất hiệu quả...,5
Toàn xài đồ Caryn cho ông bà,5
"Rất tốt, ủng hộ thường xuyên",5
hài lòng gói hàng ok,5
"do dịch nên ship hơi chậm tí.
date còn xa 2024.
nói chung là vẫn duyệt nè :)",5
